word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
house,apartment,similar,similar,similar,neutral,similar,similar,similar,similar,neutral,neutral,neutral,similar,neutral,similar,dissimilar
glass,crystal,similar,similar,similar,similar,similar,very similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
wine,brandy,similar,similar,dissimilar,very dissimilar,similar,similar,dissimilar,very similar,similar,similar,dissimilar,similar,similar,dissimilar,neutral
creator,maker,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
dinner,breakfast,similar,similar,dissimilar,neutral,similar,similar,dissimilar,dissimilar,similar,dissimilar,dissimilar,similar,dissimilar,neutral,similar
arm,muscle,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
bubble,suds,similar,similar,similar,similar,similar,similar,similar,very similar,dissimilar,similar,similar,similar,similar,similar,similar
bread,flour,similar,similar,dissimilar,very dissimilar,similar,similar,dissimilar,similar,dissimilar,similar,dissimilar,similar,similar,dissimilar,neutral
death,tragedy,dissimilar,similar,dissimilar,similar,neutral,dissimilar,very dissimilar,dissimilar,neutral,similar,similar,similar,dissimilar,similar,very dissimilar
absence,presence,similar,similar,dissimilar,similar,neutral,similar,very dissimilar,similar,similar,neutral,similar,similar,dissimilar,similar,very dissimilar
gun,cannon,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
grass,blade,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
ball,basket,similar,similar,dissimilar,similar,similar,neutral,similar,dissimilar,similar,similar,dissimilar,similar,similar,similar,dissimilar
hose,garden,similar,similar,similar,dissimilar,similar,dissimilar,similar,similar,dissimilar,similar,similar,similar,dissimilar,similar,dissimilar
boy,kid,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
church,choir,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
clothes,drawer,similar,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,neutral,dissimilar,dissimilar,similar,dissimilar,similar,dissimilar
tower,bell,similar,similar,dissimilar,dissimilar,dissimilar,similar,similar,dissimilar,dissimilar,similar,neutral,similar,similar,similar,dissimilar
father,parent,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
school,grade,similar,similar,dissimilar,dissimilar,similar,dissimilar,similar,similar,neutral,similar,dissimilar,similar,similar,similar,dissimilar
parent,adult,similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar
bar,jail,similar,similar,dissimilar,similar,similar,dissimilar,similar,dissimilar,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar
car,highway,similar,similar,dissimilar,dissimilar,similar,neutral,neutral,similar,neutral,similar,neutral,similar,neutral,neutral,neutral
dictionary,definition,similar,similar,similar,neutral,similar,very similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
door,cellar,similar,similar,similar,similar,similar,dissimilar,similar,similar,dissimilar,similar,similar,similar,dissimilar,similar,dissimilar
army,legion,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
metal,aluminum,similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
chair,bench,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
cloud,fog,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
boy,son,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
water,ice,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar
bed,blanket,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
attorney,lawyer,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,very similar,similar
area,zone,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
business,company,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
clothes,fabric,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,neutral
sweater,jacket,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
money,capital,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
hand,foot,similar,similar,neutral,similar,similar,dissimilar,similar,similar,similar,similar,dissimilar,similar,similar,neutral,similar
alcohol,cocktail,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
yard,inch,similar,similar,similar,similar,neutral,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,neutral
molecule,atom,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
lens,camera,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
meal,dinner,similar,similar,dissimilar,neutral,similar,similar,dissimilar,dissimilar,similar,dissimilar,dissimilar,similar,dissimilar,similar,similar
eye,tear,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,very similar,neutral
god,devil,similar,similar,dissimilar,similar,neutral,neutral,similar,dissimilar,dissimilar,similar,similar,similar,dissimilar,dissimilar,very dissimilar
loop,belt,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,dissimilar,similar,dissimilar,similar,similar
rat,mouse,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
motor,engine,similar,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar
car,cab,dissimilar,dissimilar,very similar,similar,similar,dissimilar,dissimilar,dissimilar,similar,dissimilar,similar,neutral,dissimilar,neutral,similar
cat,lion,similar,similar,dissimilar,dissimilar,dissimilar,similar,similar,similar,dissimilar,similar,dissimilar,dissimilar,similar,similar,dissimilar
size,magnitude,very similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,very similar,neutral,similar,similar
reality,fantasy,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar
door,gate,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,neutral,similar,similar,similar
cat,pet,very dissimilar,similar,very dissimilar,dissimilar,dissimilar,similar,dissimilar,similar,similar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar
tin,aluminum,similar,similar,similar,similar,dissimilar,very similar,similar,very similar,similar,similar,similar,similar,dissimilar,dissimilar,similar
bone,jaw,similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
cereal,wheat,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
house,key,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
blood,flesh,similar,similar,very dissimilar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,dissimilar,similar
door,corridor,dissimilar,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar
god,spirit,similar,similar,similar,dissimilar,neutral,similar,similar,dissimilar,similar,similar,dissimilar,neutral,similar,similar,dissimilar
capability,competence,very similar,similar,very similar,similar,very similar,very similar,very similar,very similar,similar,very similar,similar,very similar,similar,similar,similar
abundance,plenty,similar,similar,very similar,similar,similar,very similar,very similar,similar,very similar,very similar,very similar,very similar,similar,very similar,very similar
sofa,chair,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
wall,brick,neutral,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,dissimilar,similar,similar,similar
horn,drum,similar,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,similar,similar,similar,dissimilar,similar,similar,neutral,similar
organ,liver,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar
strength,might,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
phrase,word,similar,similar,dissimilar,similar,similar,similar,similar,dissimilar,dissimilar,similar,similar,similar,similar,similar,similar
band,parade,dissimilar,similar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,similar,neutral,dissimilar,neutral,similar
stomach,waist,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar
cloud,storm,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar
joy,pride,similar,similar,neutral,similar,similar,similar,similar,dissimilar,similar,dissimilar,similar,dissimilar,similar,similar,similar
noise,rattle,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar
rain,mist,similar,dissimilar,neutral,dissimilar,similar,similar,dissimilar,dissimilar,similar,dissimilar,similar,similar,similar,similar,dissimilar
beer,beverage,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
man,uncle,dissimilar,similar,neutral,dissimilar,dissimilar,similar,dissimilar,similar,similar,similar,similar,neutral,similar,neutral,similar
apple,juice,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar
intelligence,logic,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
communication,language,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
mink,fur,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar
mob,crowd,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
shore,coast,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
wire,cord,similar,similar,similar,similar,similar,very similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
bird,turkey,dissimilar,similar,dissimilar,dissimilar,dissimilar,similar,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
bed,crib,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,dissimilar,dissimilar,similar,similar,similar,similar
competence,ability,very similar,similar,very similar,similar,very similar,very similar,very similar,very similar,very similar,very similar,similar,similar,similar,similar,similar
cloud,haze,similar,similar,similar,dissimilar,similar,similar,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar
supper,meal,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
bar,cage,dissimilar,similar,similar,dissimilar,similar,dissimilar,similar,similar,similar,dissimilar,dissimilar,similar,dissimilar,similar,similar
water,salt,similar,dissimilar,neutral,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar
sense,intuition,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
situation,condition,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
crime,theft,similar,similar,similar,dissimilar,dissimilar,similar,dissimilar,dissimilar,similar,similar,similar,similar,similar,similar,similar
style,fashion,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
boundary,border,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
arm,body,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar
boat,car,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,neutral
sandwich,lunch,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar
bride,princess,similar,neutral,similar,similar,similar,similar,neutral,similar,very similar,very similar,similar,similar,similar,similar,similar
heroine,hero,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,neutral,neutral,similar,very dissimilar,dissimilar,similar,dissimilar,dissimilar
car,gauge,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
insect,bee,very similar,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar
crib,cradle,very similar,very similar,similar,similar,similar,similar,very similar,similar,very similar,very similar,very similar,similar,similar,very similar,very similar
animal,person,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
marijuana,herb,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,very similar,similar
bed,hospital,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
cheek,tongue,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
disc,computer,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
curve,angle,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,similar,dissimilar
grass,moss,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
school,law,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
foot,head,dissimilar,dissimilar,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,neutral,similar,dissimilar,similar,similar,similar,dissimilar
mother,guardian,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,similar,similar,dissimilar,similar
orthodontist,dentist,similar,very similar,similar,similar,similar,very similar,very similar,similar,very similar,similar,very similar,similar,similar,similar,similar
alcohol,whiskey,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
mouth,tooth,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
breakfast,bacon,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,dissimilar
bathroom,bedroom,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
plate,bowl,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
meat,bacon,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
air,helium,dissimilar,dissimilar,similar,very dissimilar,similar,dissimilar,similar,dissimilar,very dissimilar,dissimilar,very dissimilar,similar,similar,similar,similar
worker,employer,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar
body,chest,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
son,father,dissimilar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar
heart,surgery,dissimilar,dissimilar,dissimilar,similar,similar,similar,similar,neutral,similar,similar,neutral,similar,similar,dissimilar,dissimilar
woman,secretary,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,very dissimilar,similar,dissimilar,dissimilar,dissimilar
man,father,dissimilar,similar,dissimilar,similar,dissimilar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,dissimilar
beach,island,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
story,topic,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,similar,similar,similar,dissimilar,similar,dissimilar,similar
game,fun,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
weekend,week,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
couple,pair,similar,very similar,similar,similar,similar,similar,very similar,similar,very similar,similar,similar,similar,similar,very similar,similar
woman,wife,very similar,very similar,similar,similar,similar,similar,very similar,similar,very similar,very similar,very similar,similar,similar,very similar,similar
sheep,cattle,similar,dissimilar,similar,similar,similar,similar,dissimilar,similar,similar,similar,dissimilar,similar,similar,similar,similar
purse,bag,similar,very similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,very similar,similar
ceiling,cathedral,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,similar,very dissimilar,similar,similar,similar,dissimilar
bean,coffee,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar
wood,paper,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar
top,side,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
crime,fraud,similar,dissimilar,dissimilar,similar,similar,dissimilar,similar,similar,dissimilar,similar,similar,similar,similar,dissimilar,similar
pain,harm,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
lover,companion,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
evening,dusk,similar,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar
father,daughter,dissimilar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar
wine,liquor,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
cow,goat,similar,dissimilar,similar,similar,similar,similar,dissimilar,similar,similar,similar,dissimilar,similar,similar,similar,similar
belief,opinion,similar,similar,similar,neutral,dissimilar,neutral,similar,similar,similar,similar,similar,similar,similar,similar,similar
reality,illusion,very similar,very similar,very similar,dissimilar,similar,very similar,similar,dissimilar,very similar,dissimilar,dissimilar,dissimilar,very similar,similar,dissimilar
pact,agreement,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
wealth,poverty,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,very dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,very dissimilar,dissimilar
accident,emergency,similar,neutral,neutral,similar,similar,similar,neutral,dissimilar,similar,similar,neutral,neutral,dissimilar,similar,neutral
battle,conquest,dissimilar,dissimilar,similar,similar,similar,similar,similar,dissimilar,dissimilar,dissimilar,similar,dissimilar,neutral,similar,dissimilar
friend,teacher,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
illness,infection,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,dissimilar,similar,similar,similar
game,trick,dissimilar,dissimilar,similar,neutral,similar,similar,similar,similar,similar,similar,dissimilar,dissimilar,similar,similar,neutral
brother,son,dissimilar,neutral,dissimilar,dissimilar,dissimilar,similar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar
aunt,nephew,similar,similar,very dissimilar,dissimilar,dissimilar,similar,dissimilar,neutral,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
worker,mechanic,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
doctor,orthodontist,similar,very similar,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar
oak,maple,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
bee,queen,similar,similar,neutral,dissimilar,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,similar
car,bicycle,similar,similar,similar,dissimilar,dissimilar,similar,similar,dissimilar,similar,similar,neutral,similar,similar,similar,similar
goal,quest,similar,similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
august,month,dissimilar,neutral,neutral,neutral,dissimilar,similar,neutral,dissimilar,neutral,very dissimilar,dissimilar,dissimilar,similar,similar,dissimilar
army,squad,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
cloud,weather,neutral,neutral,similar,dissimilar,similar,similar,similar,dissimilar,neutral,similar,neutral,similar,neutral,similar,similar
physician,doctor,very similar,very similar,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,very similar
canyon,valley,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
river,valley,similar,similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
sun,sky,similar,neutral,similar,similar,dissimilar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar
target,arrow,similar,dissimilar,similar,dissimilar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar
chocolate,pie,similar,dissimilar,similar,dissimilar,dissimilar,similar,similar,dissimilar,similar,similar,dissimilar,dissimilar,similar,similar,similar
circumstance,situation,similar,similar,similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar,similar,similar,very similar
opinion,choice,similar,dissimilar,similar,similar,dissimilar,neutral,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar
rhythm,melody,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
gut,nerve,similar,dissimilar,dissimilar,neutral,similar,similar,similar,dissimilar,similar,similar,dissimilar,dissimilar,similar,similar,neutral
day,dawn,neutral,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,dissimilar,similar,dissimilar
cattle,beef,similar,similar,similar,dissimilar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
doctor,professor,similar,similar,similar,dissimilar,dissimilar,similar,similar,neutral,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,similar
arm,vein,similar,dissimilar,dissimilar,dissimilar,similar,similar,similar,neutral,similar,similar,dissimilar,dissimilar,dissimilar,similar,dissimilar
room,bath,similar,similar,similar,dissimilar,dissimilar,similar,similar,neutral,similar,similar,similar,dissimilar,similar,similar,similar
corporation,business,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
fun,football,dissimilar,dissimilar,similar,dissimilar,dissimilar,similar,similar,neutral,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,neutral
hill,cliff,similar,neutral,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar
bone,ankle,dissimilar,dissimilar,dissimilar,similar,similar,similar,dissimilar,similar,similar,dissimilar,dissimilar,similar,dissimilar,similar,dissimilar
apple,candy,dissimilar,dissimilar,dissimilar,neutral,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
helper,maid,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
leader,manager,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
lemon,tea,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar
bee,ant,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
basketball,baseball,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
rice,bean,dissimilar,dissimilar,dissimilar,neutral,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
bed,furniture,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar
emotion,passion,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
anarchy,chaos,similar,similar,very similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,very similar
crime,violation,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
machine,engine,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar
beach,sea,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
alley,bowl,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
jar,bottle,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
strength,capability,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,neutral,similar,similar,similar
seed,mustard,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
guitar,drum,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
opinion,idea,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
north,west,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
diet,salad,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,similar,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,similar
mother,wife,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,very dissimilar,similar,similar,similar
dad,mother,similar,similar,similar,similar,similar,similar,neutral,dissimilar,similar,similar,similar,very dissimilar,similar,similar,similar
captain,sailor,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
meter,yard,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
beer,champagne,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
motor,boat,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
card,bridge,similar,dissimilar,dissimilar,neutral,similar,similar,similar,similar,similar,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar
science,psychology,similar,similar,similar,similar,dissimilar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar
sinner,saint,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
destruction,construction,similar,dissimilar,similar,dissimilar,dissimilar,similar,dissimilar,dissimilar,similar,similar,similar,dissimilar,opposite,similar,similar
crowd,bunch,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
beach,reef,similar,similar,similar,similar,similar,similar,dissimilar,similar,dissimilar,dissimilar,similar,similar,similar,similar,similar
man,child,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar
bread,cheese,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
champion,winner,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
