word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
boek,literatuur,ongelijk,ongelijk,ongelijk,zeer ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
kleding,kast,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,zeer gelijk,ongelijk
zonsondergang,zonsopgang,ongelijk,ongelijk,gelijk,neutraal,gelijk,ongelijk,gelijk,ongelijk,neutraal,gelijk,gelijk,ongelijk,ongelijk,ongelijk,zeer gelijk
kind,volwassen,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,gelijk,zeer ongelijk
koe,vee,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal
boek,verhaal,gelijk,gelijk,ongelijk,neutraal,neutraal,neutraal,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,neutraal
winter,zomer,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,zeer gelijk,zeer ongelijk,neutraal,ongelijk,gelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk
taxi,taxis,zeer gelijk,zeer ongelijk,gelijk,gelijk,gelijk,gelijk,neutraal,zeer gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,ongelijk,gelijk,ongelijk
boom,esdoorn,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk
bed,slaapkamer,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
dak,plafond,gelijk,zeer gelijk,ongelijk,gelijk,neutraal,gelijk,ongelijk,gelijk,ongelijk,zeer gelijk,neutraal,ongelijk,ongelijk,gelijk,neutraal
ziekte,infectie,ongelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,gelijk,zeer gelijk,gelijk
arm,schouder,gelijk,neutraal,ongelijk,ongelijk,ongelijk,neutraal,zeer ongelijk,zeer gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,neutraal
schaap,lam,ongelijk,gelijk,neutraal,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal
dame,meneer,ongelijk,gelijk,zeer gelijk,ongelijk,gelijk,zeer ongelijk,zeer ongelijk,zeer gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,zeer gelijk
boot,anker,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
priester,monnik,ongelijk,neutraal,gelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk
teen,vinger,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,neutraal,zeer gelijk,gelijk,ongelijk,zeer gelijk,gelijk,ongelijk,gelijk,gelijk,neutraal
rivier,stroom,gelijk,ongelijk,ongelijk,ongelijk,zeer gelijk,neutraal,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
boosheid,woede,gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,zeer gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,zeer gelijk,zeer gelijk
datum,kalender,neutraal,ongelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,neutraal
zee,oceaan,gelijk,zeer gelijk,neutraal,gelijk,gelijk,zeer gelijk,zeer gelijk,neutraal,zeer gelijk,gelijk,gelijk,zeer gelijk,zeer gelijk,ongelijk,gelijk
seconde,minuut,ongelijk,zeer gelijk,neutraal,ongelijk,gelijk,neutraal,ongelijk,zeer gelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,gelijk
hand,duim,gelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,neutraal
hout,stam,gelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,zeer gelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,neutraal
modder,vuil,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,zeer gelijk
hal,gang,gelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer gelijk,ongelijk,zeer gelijk,ongelijk,ongelijk,gelijk,ongelijk,zeer gelijk
weg,manier,neutraal,ongelijk,neutraal,ongelijk,gelijk,ongelijk,ongelijk,zeer gelijk,neutraal,gelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk
muis,kat,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,zeer gelijk
politieagent,sheriff,zeer gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,zeer gelijk,ongelijk,zeer gelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,neutraal
dood,begrafenis,neutraal,zeer gelijk,gelijk,zeer gelijk,gelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk
muziek,melodie,gelijk,gelijk,zeer gelijk,gelijk,ongelijk,zeer gelijk,zeer ongelijk,ongelijk,gelijk,gelijk,gelijk,ongelijk,neutraal,ongelijk,gelijk
bier,alcohol,ongelijk,gelijk,neutraal,neutraal,gelijk,zeer gelijk,ongelijk,neutraal,ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,neutraal
mond,lip,ongelijk,gelijk,ongelijk,ongelijk,neutraal,neutraal,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal
storm,orkaan,gelijk,zeer gelijk,gelijk,gelijk,gelijk,zeer gelijk,ongelijk,zeer gelijk,neutraal,zeer gelijk,neutraal,gelijk,gelijk,gelijk,ongelijk
belasting,inkomen,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
bloem,viooltjes,gelijk,zeer gelijk,ongelijk,ongelijk,neutraal,zeer gelijk,ongelijk,zeer gelijk,ongelijk,ongelijk,gelijk,neutraal,ongelijk,gelijk,ongelijk
papier,karton,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,neutraal
vloer,plafond,ongelijk,neutraal,ongelijk,neutraal,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,zeer ongelijk
strand,kust,neutraal,ongelijk,zeer gelijk,neutraal,neutraal,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,zeer gelijk,neutraal,gelijk
staaf,gordijn,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,neutraal,ongelijk,zeer ongelijk,zeer ongelijk
jachthond,vos,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk
straat,auto,ongelijk,ongelijk,ongelijk,zeer ongelijk,neutraal,zeer ongelijk,ongelijk,neutraal,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,neutraal,ongelijk
boot,dek,ongelijk,ongelijk,ongelijk,neutraal,neutraal,neutraal,ongelijk,gelijk,gelijk,ongelijk,zeer ongelijk,neutraal,neutraal,neutraal,neutraal
auto,toeter,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,neutraal,zeer ongelijk,ongelijk
vriend,gast,neutraal,gelijk,neutraal,neutraal,neutraal,gelijk,ongelijk,gelijk,gelijk,ongelijk,ongelijk,neutraal,gelijk,neutraal,neutraal
werkgever,werknemer,ongelijk,gelijk,zeer gelijk,gelijk,ongelijk,neutraal,ongelijk,gelijk,gelijk,neutraal,zeer ongelijk,gelijk,gelijk,zeer gelijk,gelijk
hand,pols,neutraal,neutraal,neutraal,ongelijk,neutraal,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,neutraal,ongelijk,ongelijk
bal,kostuum,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk
alcohol,brandewijn,gelijk,zeer gelijk,zeer gelijk,gelijk,neutraal,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk
overwinning,zege,gelijk,zeer gelijk,zeer gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
telefoon,cel,ongelijk,gelijk,ongelijk,ongelijk,neutraal,neutraal,ongelijk,zeer ongelijk,gelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,neutraal,neutraal,ongelijk
deur,ingang,ongelijk,ongelijk,neutraal,zeer ongelijk,neutraal,neutraal,ongelijk,gelijk,neutraal,gelijk,ongelijk,neutraal,zeer gelijk,neutraal,gelijk
motel,herberg,gelijk,gelijk,neutraal,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,neutraal,neutraal,gelijk,neutraal
kleding,stof,neutraal,ongelijk,ongelijk,ongelijk,neutraal,gelijk,gelijk,zeer ongelijk,gelijk,ongelijk,ongelijk,neutraal,neutraal,neutraal,gelijk
steak,vlees,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
nagel,duim,neutraal,gelijk,neutraal,ongelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,neutraal,zeer gelijk
muziekgroep,orkest,neutraal,zeer gelijk,zeer gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
boek,bijbel,ongelijk,ongelijk,gelijk,neutraal,neutraal,ongelijk,zeer gelijk,neutraal,zeer ongelijk,ongelijk,ongelijk,gelijk,gelijk,neutraal,gelijk
bedrijf,industrie,neutraal,ongelijk,ongelijk,gelijk,neutraal,gelijk,ongelijk,neutraal,gelijk,ongelijk,ongelijk,ongelijk,neutraal,neutraal,neutraal
winter,seizoen,neutraal,ongelijk,gelijk,gelijk,neutraal,gelijk,gelijk,neutraal,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk
decennium,eeuw,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,zeer ongelijk,gelijk,ongelijk,ongelijk,neutraal,neutraal,ongelijk,zeer ongelijk
alcohol,jenever,gelijk,zeer gelijk,zeer gelijk,gelijk,ongelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk
hoed,jas,neutraal,gelijk,gelijk,gelijk,ongelijk,neutraal,gelijk,neutraal,ongelijk,gelijk,ongelijk,gelijk,gelijk,neutraal,neutraal
raam,deur,neutraal,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,ongelijk,zeer gelijk,neutraal,gelijk
arm,pols,neutraal,neutraal,gelijk,ongelijk,neutraal,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk
huis,appartement,ongelijk,gelijk,zeer gelijk,gelijk,neutraal,gelijk,ongelijk,neutraal,gelijk,gelijk,ongelijk,gelijk,neutraal,neutraal,zeer ongelijk
glas,kristal,gelijk,gelijk,zeer gelijk,neurtal,neutraal,gelijk,ongelijk,gelijk,zeer gelijk,zeer gelijk,ongelijk,ongelijk,gelijk,neutraal,gelijk
wijn,brandewijn,gelijk,zeer gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
maker,producent,gelijk,gelijk,neutraal,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
diner,ontbijt,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,neutraal,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk
arm,spier,neutraal,gelijk,neutraal,ongelijk,neutraal,neutraal,neutraal,neutraal,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,neutraal,zeer ongelijk
bubbel,schuim,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
brood,meel,neutraal,ongelijk,ongelijk,gelijk,ongelijk,neutraal,ongelijk,ongelijk,neutraal,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
dood,tragedie,neutraal,ongelijk,zeer ongelijk,ongelijk,neutraal,gelijk,zeer ongelijk,neutraal,zeer gelijk,neutraal,gelijk,ongelijk,gelijk,ongelijk,neutraal
afwezigheid,aanwezigheid,gelijk,neutraal,gelijk,zeer ongelijk,gelijk,gelijk,neutraal,gelijk,neutraal,neutraal,zeer gelijk,neutraal,gelijk,neutraal,neutraal
pistool,kanon,neutraal,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,ongelijk,gelijk,gelijk,neutraal,neutraal
gras,stro,gelijk,gelijk,neutraal,ongelijk,neutraal,gelijk,ongelijk,ongelijk,neutraal,neutraal,ongelijk,ongelijk,neutraal,ongelijk,ongelijk
bal,mand,neutraal,ongelijk,ongelijk,ongelijk,neutraal,neutraal,neutraal,ongelijk,ongelijk,neutraal,neutraal,zeer ongelijk,ongelijk,ongelijk,ongelijk
slang,tuin,zeer ongelijk,zeer ongelijk,zeer ongelijk,gelijk,ongelijk,zeer ongelijk,zeer ongelijk,neutraal,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk
jongen,kind,ongelijk,zeer ongelijk,neutraal,gelijk,neutraal,neutraal,neutraal,neutraal,gelijk,ongelijk,gelijk,neutraal,gelijk,neutraal,ongelijk
kerk,koor,ongelijk,neutraal,ongelijk,gelijk,ongelijk,neutraal,gelijk,ongelijk,neutraal,ongelijk,ongelijk,gelijk,zeer ongelijk,gelijk,gelijk
kleding,lade,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk
toren,bel,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,neutraal,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,neutraal
vader,ouder,gelijk,ongelijk,neutraal,gelijk,gelijk,gelijk,ongelijk,gelijk,ongelijk,zeer gelijk,gelijk,gelijk,gelijk,neutraal,zeer gelijk
school,cijfer,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk
ouder,volwassene,gelijk,neutraal,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,neutraal
balk,gevangenis,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,neutraal,zeer ongelijk,neutraal,ongelijk,ongelijk,gelijk,zeer ongelijk,ongelijk
auto,snelweg,neutraal,ongelijk,neutraal,ongelijk,ongelijk,zeer ongelijk,ongelijk,gelijk,neutraal,ongelijk,gelijk,ongelijk,zeer ongelijk,neutraal,neutraal
woordenboek,definitie,ongelijk,gelijk,neutraal,ongelijk,zeer gelijk,neutraal,neutraal,neutraal,gelijk,gelijk,zeer gelijk,gelijk,gelijk,neutraal,gelijk
deur,kelder,gelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,neutraal
leger,legioen,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
metaal,aluminium,neutraal,neutraal,gelijk,ongelijk,zeer gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,ongelijk,zeer gelijk,zeer gelijk,gelijk,gelijk
stoel,bank,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,neutraal,ongelijk,gelijk,ongelijk,neutraal,neutraal
wolk,mist,gelijk,neutraal,gelijk,ongelijk,neutraal,neutraal,gelijk,neutraal,gelijk,neutraal,gelijk,neutraal,ongelijk,gelijk,neutraal
jongen,zoon,gelijk,neutraal,neutraal,gelijk,gelijk,gelijk,neutraal,gelijk,neutraal,ongelijk,gelijk,gelijk,gelijk,gelijk,ongelijk
water,ijs,gelijk,gelijk,neutraal,ongelijk,neutraal,neutraal,gelijk,neutraal,gelijk,ongelijk,gelijk,ongelijk,ongelijk,neutraal,ongelijk
bed,deken,ongelijk,gelijk,neutraal,ongelijk,neutraal,neutraal,neutraal,neutraal,neutraal,ongelijk,gelijk,ongelijk,gelijk,neutraal,ongelijk
officiervanjustitie,advocaat,gelijk,zeer ongelijk,ongelijk,gelijk,neutraal,neutraal,neutraal,gelijk,gelijk,neutraal,ongelijk,neutraal,gelijk,zeer ongelijk,neutraal
gebied,zone,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk
bedrijf,onderneming,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk
kleding,textiel,gelijk,gelijk,gelijk,ongelijk,neutraal,gelijk,neutraal,gelijk,ongelijk,zeer gelijk,gelijk,gelijk,gelijk,zeer gelijk,neutraal
trui,jas,neutraal,neutraal,ongelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
geld,vermogen,neutraal,neutraal,gelijk,zeer ongelijk,neutraal,neutraal,neutraal,neutraal,gelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,neutraal
hand,voet,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk
alcohol,cocktail,neutraal,gelijk,gelijk,neutraal,gelijk,zeer gelijk,neutraal,zeer gelijk,gelijk,gelijk,zeer gelijk,neutraal,gelijk,gelijk,gelijk
decimeter,centimeter,gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
molecuul,atoom,gelijk,ongelijk,gelijk,zeer gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
lens,camera,zeer ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk
maaltijd,diner,gelijk,neutraal,neutraal,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal
oog,traan,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,zeer gelijk,zeer ongelijk,ongelijk,zeer ongelijk,neutraal
god,duivel,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk
lus,riem,ongelijk,neutraal,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer ongelijk,gelijk,ongelijk,neutraal
rat,muis,gelijk,neutraal,gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk
motor,aandrijving,ongelijk,ongelijk,gelijk,ongelijk,gelijk,gelijk,zeer gelijk,zeer gelijk,ongelijk,zeer ongelijk,gelijk,gelijk,ongelijk,zeer ongelijk,zeer ongelijk
auto,taxi,gelijk,ongelijk,neutraal,neutraal,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,neutraal
kat,leeuw,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk
maat,omvang,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
werkelijkheid,verbeelding,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,gelijk,ongelijk,zeer ongelijk,gelijk
deur,poort,gelijk,gelijk,neutraal,zeer ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,gelijk,neutraal,gelijk,gelijk,ongelijk
kat,huisdier,ongelijk,ongelijk,zeer gelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,neutraal,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer gelijk,ongelijk
blik,aluminium,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,gelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,gelijk,ongelijk,ongelijk
botten,kaak,gelijk,ongelijk,gelijk,zeer gelijk,ongelijk,gelijk,gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk
graan,tarwe,gelijk,gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,zeer gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
huis,sleutel,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,neutraal
bloed,vlees,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,zeer gelijk,neutraal,ongelijk,ongelijk,gelijk,gelijk,ongelijk,gelijk
deur,gang,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk
god,geest,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,zeer gelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,neutraal,ongelijk,zeer gelijk,zeer ongelijk
vermogen,competentie,ongelijk,ongelijk,neutraal,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk
uitbundigheid,overvloed,gelijk,ongelijk,zeer gelijk,ongelijk,gelijk,gelijk,zeer gelijk,neutraal,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,neutraal
bank,stoel,zeer ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,neutraal,gelijk,neutraal,ongelijk,ongelijk,zeer ongelijk
muur,baksteen,gelijk,gelijk,neutraal,ongelijk,gelijk,gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,zeer gelijk,gelijk
hoorn,trommel,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,neutraal,zeer ongelijk,ongelijk,neutraal,zeer ongelijk,neutraal,ongelijk,zeer ongelijk,gelijk
orgaan,lever,ongelijk,gelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,neutraal,ongelijk,ongelijk,gelijk,gelijk,zeer gelijk,gelijk
kracht,macht,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
zin,woord,neutraal,ongelijk,ongelijk,ongelijk,gelijk,gelijk,neutraal,ongelijk,zeer gelijk,ongelijk,gelijk,gelijk,ongelijk,ongelijk,gelijk
muziekgroep,parade,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
buik,taille,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,neutraal,gelijk,ongelijk,ongelijk
wolk,storm,zeer ongelijk,neutraal,zeer ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,gelijk
vreugde,trots,neutraal,zeer ongelijk,gelijk,gelijk,neutraal,zeer ongelijk,neutraal,neutraal,ongelijk,ongelijk,neutraal,ongelijk,neutraal,neutraal,neutraal
lawaai,gerammel,gelijk,gelijk,gelijk,ongelijk,neutraal,gelijk,gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,neutraal,ongelijk,gelijk,gelijk
regen,mist,zeer gelijk,gelijk,neutraal,ongelijk,ongelijk,ongelijk,neutraal,gelijk,gelijk,zeer gelijk,zeer gelijk,neutraal,neutraal,ongelijk,ongelijk
bier,drank,gelijk,ongelijk,neutraal,neutraal,gelijk,neutraal,neutraal,neutraal,zeer gelijk,neutraal,neutraal,neutraal,neutraal,neutraal,neutraal
