word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
huis,appartement,7.5,5.5,7.5,6.25,7.5,7.5,6.5,4.32,6.5,6.5,7.5,7.5,7.5,6.25,7.25
glas,kristal,7.5,7.5,6.5,7.13,6.32,6.5,7.12,5.43,7.85,7.23,6.25,7.2,7.89,7.25,6.23
wijn,brandewijn,0.8,8.0,7.5,0.85,7.5,7.5,9.0,8.5,8.5,8.5,8.5,0.8,8.5,8.5,8.5
maker,producent,8.5,8.5,8.0,8.5,8.5,8.5,9.0,8.5,9.0,8.5,8.5,8.5,8.5,8.5,8.5
diner,ontbijt,6.25,0.5,0.6,2.5,7.0,7.5,0.3,1.2,8.0,6.0,6.0,6.5,9.2,2.5,8.0
arm,spier,6.42,4.23,8.5,6.45,7.2,7.8,7.5,7.5,7.5,7.5,8.2,6.23,6.25,6.12,7.5
bubbel,schuim,6.5,7.5,7.5,8.5,8.5,7.5,6.5,8.5,7.5,7.5,5.0,5.75,7.5,7.5,8.5
brood,meel,6.25,6.25,4.2,6.21,6.67,3.22,3.5,2.56,4.5,7.2,6.12,6.5,6.5,7.5,5.0
dood,tragedie,6.78,8.5,4.22,7.5,8.5,7.25,6.17,6.25,7.5,7.5,7.2,7.5,6.75,6.13,6.75
afwezigheid,aanwezigheid,9.0,8.5,9.5,9.5,8.5,9.5,8.5,8.6,9.0,8.5,8.0,8.5,9.5,8.5,9.0
pistool,kanon,8.5,6.5,0.85,8.5,0.8,8.75,7.5,8.0,8.5,7.5,8.5,8.7,8.5,8.5,8.5
gras,stro,0.2,2.5,6.25,6.67,0.57,3.33,5.08,3.33,7.5,2.5,0.6,4.55,3.25,6.0,2.5
bal,mand,1.0,2.5,0.0,2.5,2.5,1.2,1.17,2.5,2.0,0.1,0.2,1.2,0.1,2.5,0.2
slang,tuin,0.1,0.0,1.2,1.5,0.1,0.0,3.2,1.2,0.1,1.2,1.2,0.1,2.25,2.5,0.1
jongen,kind,7.5,8.5,8.5,8.5,8.6,8.5,8.5,8.5,8.5,7.5,7.5,8.2,7.0,8.5,8.0
kerk,koor,6.5,7.5,7.5,7.5,6.5,2.5,7.5,5.5,2.5,8.2,6.25,4.25,7.5,6.5,2.5
kleding,lade,1.23,0.1,0.12,1.25,0.0,1.23,1.23,2.34,1.5,1.23,1.2,2.1,1.67,2.55,1.2
toren,bel,2.5,1.23,1.5,2.33,2.14,1.8,1.2,2.5,1.2,3.0,2.5,2.0,2.5,1.2,2.55
vader,ouder,8.5,8.5,7.5,8.7,8.5,8.5,8.5,7.5,8.5,9.5,7.5,8.5,8.5,7.5,8.5
school,cijfer,2.5,2.5,2.5,2.56,1.2,1.2,1.2,1.5,2.05,2.5,1.2,2.5,2.34,1.8,2.54
ouder,volwassene,8.5,7.5,7.5,7.5,8.5,7.5,8.5,8.5,6.5,7.8,7.5,6.5,8.5,8.5,8.5
balk,gevangenis,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2
auto,snelweg,2.1,7.5,6.2,0.2,4.2,0.25,3.2,3.2,3.5,6.2,2.5,3.5,6.2,0.2,3.2
woordenboek,definitie,2.43,1.68,3.21,3.56,6.28,3.65,4.5,2.15,1.5,2.5,5.67,2.5,4.2,5.8,5.23
deur,kelder,1.43,0.1,1.5,1.2,1.2,2.5,2.5,1.23,1.23,0.2,2.5,2.4,1.8,0.2,0.2
leger,legioen,8.5,8.5,7.5,8.5,7.5,7.5,8.5,6.5,8.5,7.5,8.5,8.5,7.5,8.5,7.5
metaal,aluminium,8.5,6.25,8.5,8.5,8.5,7.5,7.5,7.5,8.5,8.5,7.5,7.5,8.0,8.5,8.5
stoel,bank,3.0,2.5,3.85,2.5,2.5,2.5,1.25,2.2,3.2,0.2,3.2,2.1,2.5,0.2,3.5
wolk,mist,0.67,5.21,6.25,2.0,6.5,3.23,0.33,3.56,2.54,5.67,7.43,6.43,3.11,6.25,0.45
jongen,zoon,8.5,8.5,9.5,8.5,8.5,9.2,8.5,8.2,8.5,8.5,8.5,8.5,7.5,8.5,7.5
water,ijs,8.6,8.5,8.5,8.5,8.75,8.5,8.5,8.9,7.5,7.5,8.6,8.75,8.5,7.5,8.5
bed,deken,7.5,8.5,8.5,6.2,7.5,8.5,6.5,6.75,8.2,6.2,7.5,8.5,8.5,7.5,7.5
officiervanjustitie,advocaat,6.5,6.75,7.5,6.5,7.5,8.3,7.5,6.2,7.2,6.2,6.5,6.25,8.5,7.8,7.8
gebied,zone,7.2,6.5,7.5,7.5,7.5,8.5,7.25,6.32,7.5,7.5,7.5,6.5,6.0,7.5,5.5
bedrijf,onderneming,9.5,9.5,9.0,9.0,9.5,9.0,9.0,9.0,9.5,9.5,9.5,9.0,9.5,9.2,9.5
kleding,textiel,8.5,8.5,7.5,8.75,7.5,8.5,8.75,8.14,8.25,8.5,9.2,8.5,8.5,8.5,8.75
trui,jas,2.5,3.0,2.5,2.5,3.5,2.0,2.5,6.25,3.75,1.2,4.35,1.25,3.5,3.5,2.5
geld,vermogen,8.2,8.5,8.5,8.5,7.5,8.5,8.5,8.5,8.0,8.75,8.65,7.8,8.4,8.5,8.5
hand,voet,7.25,6.67,8.0,7.5,7.5,7.5,8.0,7.5,7.5,6.25,6.5,7.5,8.0,7.0,7.2
alcohol,cocktail,6.25,7.5,7.82,7.65,6.2,7.4,8.75,7.82,6.75,6.25,8.6,6.25,7.89,7.12,7.85
decimeter,centimeter,9.5,9.0,9.0,9.0,9.0,9.0,9.0,9.3,9.0,9.0,9.0,9.0,9.0,9.5,9.0
molecuul,atoom,6.75,6.5,8.5,6.5,0.73,6.23,6.25,7.6,7.65,6.25,0.47,7.5,6.25,6.32,7.5
lens,camera,2.5,1.78,2.8,3.5,6.2,3.5,6.5,7.8,6.75,6.5,4.5,1.5,6.5,4.5,6.5
maaltijd,diner,8.5,8.5,8.75,8.5,9.2,8.5,8.5,8.5,8.5,7.5,8.5,9.0,8.5,8.5,8.5
oog,traan,2.4,1.5,3.5,2.5,3.75,3.56,0.42,2.38,3.5,3.25,4.2,4.2,3.21,2.5,2.5
god,duivel,2.5,1.23,0.1,0.1,0.25,0.12,3.2,0.2,8.75,0.05,1.67,2.8,1.23,8.5,0.33
lus,riem,2.5,2.5,1.5,2.5,4.2,3.0,2.5,3.33,2.5,1.5,1.0,2.0,5.2,3.0,1.45
rat,muis,8.2,7.5,7.5,8.0,8.5,8.2,8.5,7.5,8.5,9.0,8.5,7.5,8.5,8.5,8.5
motor,aandrijving,2.45,3.21,5.67,6.2,6.25,4.2,6.5,6.2,2.5,3.5,6.12,7.8,6.25,5.2,5.0
auto,taxi,8.2,8.5,8.5,8.5,8.5,7.0,8.5,6.0,7.5,8.5,8.0,8.5,8.25,7.5,8.5
kat,leeuw,7.5,6.25,0.76,6.5,0.62,0.75,0.6,0.6,0.75,6.2,0.64,0.64,7.5,0.6,0.65
maat,omvang,6.25,7.2,8.5,8.25,7.65,7.5,7.5,8.5,8.5,8.75,8.5,8.5,8.2,7.5,8.5
werkelijkheid,verbeelding,1.54,0.12,1.9,2.4,1.67,2.5,2.4,2.5,2.56,1.2,1.67,1.9,1.5,1.9,1.75
deur,poort,5.0,7.5,6.25,4.2,6.0,6.0,7.5,6.5,6.25,6.25,6.25,6.0,5.3,6.25,6.25
kat,huisdier,9.8,8.5,9.0,9.5,8.5,9.5,9.0,8.5,8.5,9.0,9.5,9.5,9.5,9.5,9.0
blik,aluminium,1.34,1.56,1.83,0.0,3.56,2.56,1.2,3.2,1.2,2.56,0.12,2.5,2.56,2.5,1.4
botten,kaak,5.33,3.65,3.0,0.2,3.45,0.45,1.2,6.25,6.33,3.12,0.25,3.85,0.15,2.3,5.21
graan,tarwe,8.5,8.5,9.0,8.5,8.5,9.5,9.5,9.0,9.0,9.5,9.0,9.5,8.5,9.0,9.0
huis,sleutel,2.65,2.56,2.46,0.3,1.2,1.2,1.23,0.1,1.2,2.56,2.15,1.15,2.5,2.1,3.22
bloed,vlees,1.92,3.22,2.34,5.23,0.21,4.2,4.21,6.2,4.5,1.24,0.43,1.39,3.12,1.87,4.56
deur,gang,3.45,1.4,2.2,2.58,2.43,2.5,2.33,2.78,3.2,2.5,2.4,1.45,2.5,2.5,3.2
god,geest,6.2,4.55,4.25,5.26,5.87,0.45,6.28,6.32,6.5,4.12,0.75,3.56,6.85,7.5,0.15
vermogen,competentie,7.5,4.6,6.25,0.43,5.2,3.2,7.5,5.1,6.5,6.8,4.2,6.25,4.69,5.2,5.5
uitbundigheid,overvloed,3.85,6.25,7.5,6.5,6.25,0.45,4.3,4.5,5.5,0.7,0.45,7.5,2.1,4.5,6.25
bank,stoel,3.5,0.15,2.5,2.4,3.45,3.2,5.2,4.5,5.2,2.5,5.0,2.5,2.5,3.22,2.3
muur,baksteen,7.5,8.5,8.5,8.5,8.5,7.9,8.75,8.5,7.8,6.25,8.5,8.5,7.5,8.5,8.0
hoorn,trommel,2.5,3.5,5.5,2.0,0.1,1.2,4.56,2.5,3.2,1.5,0.2,0.2,0.1,0.25,2.5
orgaan,lever,8.5,7.5,8.25,8.25,8.5,8.7,8.4,8.5,8.5,8.5,7.5,6.5,8.75,8.75,8.6
kracht,macht,8.5,8.7,8.5,9.0,8.5,8.5,7.5,8.5,9.0,8.5,8.5,8.5,8.5,9.5,8.75
zin,woord,3.0,3.33,2.5,3.42,3.82,3.21,1.67,0.45,2.05,2.56,3.12,2.67,1.27,4.15,2.26
muziekgroep,parade,0.0,0.0,1.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.1,0.0
buik,taille,6.67,8.25,6.78,7.5,6.25,7.5,6.25,7.2,6.5,8.5,5.26,6.25,3.5,6.25,8.33
wolk,storm,2.75,1.76,2.5,2.5,3.2,3.12,2.5,2.5,3.58,1.2,2.5,3.21,3.2,2.6,3.21
vreugde,trots,0.25,0.36,0.1,0.29,0.3,0.05,0.1,0.1,0.2,2.5,0.2,3.56,2.56,1.2,0.15
lawaai,gerammel,7.5,8.5,8.5,7.0,8.5,6.67,5.67,0.75,7.5,8.5,8.0,8.2,7.5,7.0,6.67
regen,mist,7.5,2.8,1.5,2.5,3.5,2.8,6.25,3.5,6.23,0.56,3.5,6.25,6.5,3.2,3.56
bier,drank,7.8,6.0,8.5,8.56,8.5,8.2,6.25,7.5,7.5,8.5,8.5,8.2,7.2,7.5,9.3
man,oom,3.2,4.35,6.75,6.5,6.5,4.25,3.2,0.3,6.25,2.5,2.5,3.2,4.5,1.5,1.75
appel,sap,3.5,2.75,4.5,6.25,3.5,3.2,3.25,3.2,4.2,1.2,4.25,4.56,2.46,3.5,5.5
intelligentie,logica,0.1,0.2,2.5,3.5,3.25,0.23,2.8,0.25,0.27,2.56,2.5,0.22,0.15,0.23,2.5
communicatie,taal,8.5,7.5,7.5,7.5,8.5,7.68,8.5,8.75,7.5,7.8,8.2,7.5,7.5,8.32,7.8
nerts,bont,9.5,7.2,9.2,9.5,8.3,9.5,8.2,9.2,8.5,8.5,9.5,8.5,8.2,9.0,8.75
bende,menigte,1.5,3.45,2.2,6.25,0.2,2.5,0.2,2.5,3.2,0.2,2.5,2.5,2.5,3.14,3.25
oever,kust,7.8,8.56,7.5,7.25,9.2,7.25,6.25,8.0,7.25,6.25,8.5,8.2,7.65,6.25,6.25
pijpleiding,kabel,2.8,3.2,2.5,3.5,3.25,3.25,1.25,2.5,1.6,1.0,2.1,2.5,2.5,2.5,2.65
vogel,kalkoen,7.5,6.67,9.0,7.5,8.5,8.2,6.5,6.67,6.25,7.5,8.5,7.5,8.0,8.5,7.5
bed,wieg,8.45,8.5,7.5,7.0,6.12,8.5,8.0,8.5,7.5,8.5,6.25,9.0,8.1,9.2,8.5
competentie,vermogen,6.5,7.5,7.5,6.5,7.5,7.5,7.5,6.5,8.5,7.8,7.5,7.5,6.2,7.86,8.5
wolk,nevel,8.0,7.5,6.0,7.5,7.5,7.5,6.67,8.5,8.5,6.25,7.5,8.6,5.56,8.5,7.56
avondeten,maaltijd,8.5,8.5,8.5,8.5,8.5,8.5,9.5,8.5,8.5,8.5,8.5,8.5,8.5,9.0,7.5
balk,kooi,0.0,0.0,3.27,0.0,0.0,0.0,1.2,0.1,2.5,2.33,0.0,2.2,2.8,0.0,2.5
water,zout,2.15,2.5,2.2,0.2,0.12,1.43,1.1,2.56,2.5,3.0,2.33,2.14,0.2,1.23,0.2
gevoel,intuïtie,7.2,6.5,5.5,6.5,7.5,6.5,6.5,8.5,7.5,5.5,6.5,6.75,7.5,8.2,6.75
situatie,omstandigheid,8.5,8.5,8.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,9.5,8.5,8.5,9.0
misdaad,diefstal,9.0,8.5,8.5,8.75,9.75,8.5,8.5,8.5,8.5,8.5,9.0,8.5,9.0,8.5,8.5
stijl,mode,7.2,6.2,6.5,6.2,6.42,6.2,7.8,3.5,6.5,4.2,6.25,6.32,7.8,6.78,6.85
rand,grens,7.5,6.5,6.0,6.5,7.0,6.0,7.5,7.5,6.25,6.5,7.5,6.5,6.5,7.5,7.0
arm,lichaam,6.25,6.5,3.5,7.5,3.85,0.36,5.34,6.25,5.0,6.5,3.14,6.2,3.45,6.25,4.2
boot,auto,0.15,3.54,0.1,2.5,2.0,2.0,2.0,1.43,1.0,2.5,2.5,1.2,2.6,2.56,3.24
broodje,lunch,6.25,4.2,2.5,2.5,0.55,2.0,0.15,2.5,6.0,3.2,6.5,2.5,6.5,3.2,7.5
bruid,prinses,6.25,6.25,7.5,6.5,6.25,8.2,7.5,6.75,7.65,7.23,0.67,6.2,7.5,4.3,8.5
heldin,held,8.5,8.5,8.5,8.0,8.5,8.5,8.5,8.5,9.0,9.5,9.0,8.5,9.5,8.5,8.5
auto,meter,2.15,0.2,2.47,0.0,1.4,0.0,0.0,1.2,0.0,0.1,2.45,1.25,0.0,0.0,1.23
insect,bij,3.2,3.1,4.23,3.21,2.75,6.58,2.5,2.56,2.5,2.3,2.89,2.25,1.45,2.63,2.25
kinderbed,wieg,8.5,9.0,9.0,9.0,8.5,9.0,8.5,9.0,9.0,8.5,9.0,9.0,8.5,8.0,8.5
dier,persoon,2.5,1.2,1.5,1.2,2.5,2.5,2.5,1.2,2.5,2.5,1.2,1.22,2.5,0.2,2.5
marihuana,kruid,5.62,6.2,5.8,3.2,6.57,6.25,2.67,6.5,6.25,4.2,5.25,6.23,8.5,0.35,7.2
bed,ziekenhuis,2.35,1.25,1.2,2.15,3.2,0.32,2.14,0.15,3.2,1.23,1.8,2.1,2.5,2.5,0.2
wang,tong,1.8,0.1,0.2,2.0,0.1,2.5,1.2,2.2,1.21,1.2,1.0,1.2,0.0,1.26,0.0
cd,computer,3.67,1.23,1.2,0.2,1.67,0.2,2.2,0.15,0.12,0.0,0.2,0.1,1.07,2.43,3.47
bocht,hoek,4.23,6.25,3.2,3.0,6.25,3.75,5.67,3.2,5.0,6.12,3.75,4.2,3.67,3.21,6.0
gras,mos,6.5,6.67,1.0,0.4,3.33,0.4,3.56,6.25,6.5,3.75,5.0,6.5,4.5,3.5,5.0
school,wet,2.56,2.56,0.0,1.2,1.13,2.05,0.2,0.0,2.56,2.1,1.2,1.52,1.32,1.23,0.0
voet,hoofd,2.5,2.2,2.5,3.2,2.5,2.5,3.5,1.45,2.5,3.2,2.34,1.2,2.33,2.5,2.85
moeder,beschermer,0.22,3.85,2.55,0.35,2.5,3.2,2.34,1.5,0.0,2.15,3.45,0.4,3.82,3.42,1.29
orthodontist,tandarts,8.5,8.5,7.5,7.6,7.5,6.5,6.5,7.5,7.5,7.8,8.5,7.8,8.5,6.75,8.2
alcohol,whisky,7.65,8.5,8.23,7.5,8.7,8.75,7.8,8.5,8.5,6.25,6.33,7.65,8.9,8.5,8.75
mond,tand,1.53,2.5,2.55,4.75,2.5,6.25,6.25,6.2,3.21,5.6,4.5,4.25,6.75,6.5,2.5
ontbijt,spek,2.56,1.23,2.5,2.45,0.2,2.5,2.5,2.5,3.2,0.26,3.25,2.3,2.5,2.45,2.5
badkamer,slaapkamer,8.5,7.5,7.5,7.5,0.65,6.5,8.5,0.8,7.5,8.5,7.5,7.5,7.5,7.5,8.5
bord,kom,4.08,4.85,1.0,6.32,2.56,2.5,2.5,3.2,5.0,4.9,2.0,3.5,4.8,2.5,2.46
vlees,brood,1.2,2.5,1.5,2.5,2.5,2.5,2.5,2.6,2.35,2.3,3.2,2.5,2.5,3.2,2.5
lucht,helium,2.32,2.13,5.32,2.45,3.25,2.42,1.32,3.52,0.09,0.02,2.14,1.25,2.43,2.19,1.23
arbeider,werkgever,2.3,3.26,0.2,8.5,1.5,7.5,2.5,2.5,7.2,2.5,2.5,7.2,2.75,1.2,3.2
lichaam,borst,7.5,8.2,8.5,8.5,8.5,8.5,8.5,7.5,8.5,8.5,8.5,7.5,7.5,8.5,8.75
zoon,vader,8.5,8.75,8.5,7.8,7.5,8.5,8.75,7.5,7.8,6.2,6.21,7.2,8.2,7.82,8.5
hart,operatie,1.75,2.56,1.5,2.8,0.33,2.36,1.67,0.18,0.23,2.56,2.34,3.12,2.34,4.22,2.55
vrouw,secretaresse,6.75,7.85,8.75,7.5,7.89,6.82,7.8,7.89,7.25,8.25,6.8,8.75,7.8,7.8,5.32
man,vader,7.2,6.5,6.5,8.5,8.4,7.5,8.5,7.5,7.5,7.8,6.75,6.5,6.75,7.5,7.5
strand,eiland,2.5,3.5,1.5,0.0,2.5,3.2,0.1,1.2,3.5,3.5,2.5,2.5,2.5,2.5,1.5
verhaal,onderwerp,2.5,2.56,2.8,2.5,1.8,0.15,1.2,2.15,2.75,2.54,3.2,1.8,2.5,1.2,2.7
